id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
3572,BP10-SL12,《正义》·伊兰翠,《正義》・イランツァ,Dragon,Follower,アルカナ・竜族,SL,BP10,8,8,8,"【守护】
当这张卡离开场上时，使自己的主战者《生命值》+8。
《入场曲》将自己的牌堆顶1张卡置于EX区域。如果将原始消费为5及以上的卡片置于EX区域的话，使这张卡进化或放回手牌。","【守護】
これが場を離れたとき、自分のリーダーは体力+8する。
ファンファーレ自分のデッキの上1枚をEXエリアに置く。元のコスト5以上のカードをEXエリアに置いたなら、これは進化するか手札に戻る。",BP10-SL13,,,風篠,
3573,BP10-SL13,《正义》·伊兰翠,《正義》・イランツァ,Dragon,FollowerEvo,アルカナ・竜族,SL,BP10,-1,11,11,"【疾驰】
这张卡可以无视【守护】能力进行攻击。","【疾走】
これは【守護】を無視して攻撃できる。",BP10-SL12,,,風篠,"示すは《平等》と《不正》、オレの邪魔になるヤツさ！
正しく在れよ、切り裂かれたくなかったら！"
3574,BP10-SL14,羁绊龙剑士·艾拉,絆の竜剣士・アイラ,Dragon,Follower,竜使い,SL,BP10,5,2,2,"《入场曲》从下述之中抉择1项。
【1】将自己的PP最大值+1点。将自己的PP回复2点。
【2】如果处于【觉醒】状态的话，将1个『羁绊之霸龙』召唤到场上。使自己的主战者《生命值》+2。
―――――――――――――――
『羁绊之霸龙』《龙族职业》龙裔·从者《消费5》《攻击力》6/《生命值》6【守护】只要自己的场上有『羁绊龙剑士·艾拉』存在，使这张卡不会受到能力伤害。","ファンファーレ下記から1つチョイスする。【1】自分のPP最大値を+1する。自分のPPを2回復する。【2】【覚醒】状態なら、『絆の覇竜』1体を場に出す。自分のリーダーは体力+2する。
―――――――――――――――
『絆の覇竜』ドラゴン竜族・フォロワーコスト5攻撃力6/体力6【守護】自分の場に『絆の竜剣士・アイラ』がいる限り、これは能力ダメージを受けない。",BP10-T02,,,ナダレ,
3575,BP10-SL15,灭剑焰龙·双极模式α,レーヴァテインドラゴン・デュアルモードα,Dragon,FollowerAdv,竜族・武装,SL,BP10,6,6,6,"【突进】
【攻击时】选择敌方场上的1个从者。给予其4点伤害。使自己的主战者《生命值》+2。
《谢幕曲》选择自己的墓场中的1张『灭剑焰龙』卡。将其以横置状态召唤到场上。","【突進】
【攻撃時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のリーダーは体力+2する。
ラストワード自分の墓場の『レーヴァテインドラゴン』1枚を選ぶ。それをアクト状態で場に出す。",BP03-SL11,,,ねじ太,
3576,BP10-SL16,灭剑焰龙·双极模式β,レーヴァテインドラゴン・デュアルモードβ,Dragon,FollowerAdv,竜族・武装,SL,BP10,6,6,6,"【守护】
《入场曲》给予敌方场上的全体从者各2点伤害。使自己的主战者《生命值》+4。
《起动》《消费1》将场上的1个『龙武装甲』置于墓场：抽取1张卡。可以将自己的手牌中的原始消费为3及以下的1张武装类型·从者卡召唤到场上。这个能力在1回合可以使用1次。","【守護】
ファンファーレ相手の場のフォロワーすべてに2ダメージ。自分のリーダーは体力+4する。
起動コスト1場の『ドラゴウェポン』1つを墓場に置く：1枚引く。自分の手札の元のコスト3以下の武装・フォロワー1枚を場に出してよい。この能力は1ターンに1回使える。",BP10-T09,,,ねじ太,
3577,BP10-SL17,灭剑焰龙·双极模式γ,レーヴァテインドラゴン・デュアルモードγ,Dragon,FollowerAdv,竜族・武装,SL,BP10,6,6,6,"只要自己的墓场中的武装类型·卡片有5张及以上存在，使这张卡获得【疾驰】能力。
《起动》《消费1》将场上的1个『龙武装甲』置于墓场：给予敌方场上的全体从者各2点伤害。使这张卡《攻击力》+2/《生命值》+2。","自分の墓場に武装・カードが5枚以上ある限り、これは【疾走】を持つ。
起動コスト1場の『ドラゴウェポン』1つを墓場に置く：相手の場のフォロワーすべてに2ダメージ。これは攻撃力+2/体力+2する。",BP10-T09,,,ねじ太,
3578,BP10-SL18,《恋人》·米路缇欧,《恋人》・ミルティオ,Nightmare,Follower,アルカナ・魔界,SL,BP10,5,4,4,"当自己的结束阶段到来时，【死灵充能_20】使这张卡进化。
《入场曲》将1张手牌舍弃：直到有原始消费为3及以下的从者卡被公开2张为止，将自己的牌堆顶的卡公开。将以这个能力被公开的原始消费为3及以下的2个从者召唤到场上。将剩余的卡洗切，并置于牌堆底。","自分のエンドフェイズが来たとき、【ネクロチャージ_20】これは進化する。
ファンファーレ手札1枚を捨てる：自分のデッキの上を元のコスト3以下のフォロワーが2枚公開されるまで公開する。これによって公開した元のコスト3以下のフォロワー2枚を場に出す。残りをシャッフルし、デッキの下に置く。",BP10-SL19,,,みけぼし,
3579,BP10-SL19,《恋人》·米路缇欧,《恋人》・ミルティオ,Nightmare,FollowerEvo,アルカナ・魔界,SL,BP10,-1,6,6,【进化时】《消费2》：将敌方场上的全体从者各破坏。将敌方的全体主战者的生命值各变为6。,【進化時】コスト2：相手の場のフォロワーすべてを破壊する。相手のリーダーすべての体力を6にする。,BP10-SL18,,,みけぼし,"示すは《相愛》と《誘惑》、愛がほしいならコイツに任せな。
伴侶の一つや二つ、すぐに創ってくれるぜ！"
3580,BP10-SL20,《节制》·卢泽,《節制》・ルーゼン,Nightmare,Follower,アルカナ・魔界,SL,BP10,7,5,5,"只要有这张卡在场上存在，使自己的主战者受到的伤害各-1。
只要有这张卡在场上存在，敌方的全体玩家，在开始阶段以外不能抽卡。
《入场曲》每位玩家，直到自身的手牌变为2张为止、将自身的手牌舍弃。","これが場にいる限り、自分のリーダーが受けるダメージを-1する。
これが場にいる限り、相手プレイヤーすべては、スタートフェイズ以外でカードを引けない。
ファンファーレ各プレイヤーは、自身の手札が2枚になるように自身の手札を捨てる。",,,,電蝶(CyDesignation),
3581,BP10-SL21,假面怨灵·S,マスカレードゴースト・S,Nightmare,FollowerAdv,死者,SL,BP10,6,5,5,"【疾驰】
当其他的「卡片名包含『怨灵』的从者」召唤到自己的场上时，使其《攻击力》+1，并获得【突进】能力。
《入场曲》将2个『巨型怨灵』召唤到场上。
《谢幕曲》选择自己EX区域的1张『假面怨灵』卡。将其以横置状态召唤到场上。","【疾走】
自分の場に他の「カード名に『ゴースト』を含むフォロワー」が出たとき、それは攻撃力+1して、【突進】を持つ。
ファンファーレ『ジャイアントゴースト』2体を場に出す。
ラストワード自分のEXエリアの『マスカレードゴースト』1枚を選ぶ。それをアクト状態で場に出す。",BP03-SL15 BP10-T11,,,ねじ太,
3582,BP10-SL22,《力量》·索菲娜,《力》・ソフィーナ,Haven,Follower,アルカナ・先導,SL,BP10,4,2,5,"《进化》《消费1》：使这张卡进化。
【守护】
只要有这张卡在场上存在，使自己场上的从者受到的4点及以上的伤害变为3点。","進化コスト1：これは進化する。
【守護】
これが場にいる限り、自分の場のフォロワーが受ける4以上のダメージを3にする。",BP10-SL23,,,ナダレ,
3583,BP10-SL23,《力量》·索菲娜,《力》・ソフィーナ,Haven,FollowerEvo,アルカナ・先導,SL,BP10,-1,3,6,"【守护】
只要有这张卡在场上存在，使自己场上的从者受到的4点及以上的伤害变为3点。
【进化时】从自己的牌堆之中搜寻1张『虚脱的刚腕』卡，并召唤到场上。","【守護】
これが場にいる限り、自分の場のフォロワーが受ける4以上のダメージを3にする。
【進化時】自分のデッキから『虚脱の剛腕』1枚を探し、場に出す。",BP10-P21 BP10-SL22,,,ナダレ,
3584,BP10-SL24,《命运之轮》·斯洛士,《運命の輪》・スロース,Haven,Follower,アルカナ・信仰,SL,BP10,2,2,2,"当卡片置于到自己的EX区域时，将这张卡《横置》：选择敌方场上的1个从者。将其破坏。
《入场曲》《消费2》：从自己的牌堆之中搜寻1张『惨祸的圆环』卡，并置于EX区域。","自分のEXエリアにカードが置かれたとき、これをアクト：相手の場のフォロワー1体を選ぶ。それを破壊する。
ファンファーレコスト2：自分のデッキから『惨禍の円環』1枚を探し、EXエリアに置く。",BP10-P24,,,タツヤキ,
3585,BP10-SL25,《世界》·捷尔加内亚,《世界》・ゼルガネイア,Neutral,Follower,アルカナ・大神,SL,BP10,5,5,5,"《入场曲》选择敌方场上的1个从者。如果自己场上没有其他的从者的话，将其破坏。抽取1张卡。
《入场曲》如果自己的主战者的生命值为10及以下的的话，使自己的主战者《生命值》+5。
《起动》《消费10》将墓场中的这张卡消失：可以将自己的进化牌组中的1张『宏伟的《世界》·捷尔加内亚』置于EX区域。","ファンファーレ相手の場のフォロワー1体を選ぶ。自分の場に他のフォロワーがいないなら、それを破壊する。1枚引く。
ファンファーレ自分のリーダーの体力が10以下なら、自分のリーダーは体力+5する。
起動コスト10墓場のこれを消滅：自分のエボルヴデッキの『大いなる《世界》・ゼルガネイア』1枚をEXエリアに置いてよい。",BP10-SL26,,,久方綜司,
3586,BP10-SL26,宏伟的《世界》·捷尔加内亚,大いなる《世界》・ゼルガネイア,Neutral,FollowerAdv,アルカナ・大神,SL,BP10,10,10,10,"当自己的结束阶段到来时，如果这张卡在EX区域的话，给予敌方的全体主战者与敌方的全体从者各4点伤害。
《入场曲》给予敌方的全体主战者与敌方的全体从者各10点伤害。","自分のエンドフェイズが来たとき、これがEXエリアにあるなら、相手のリーダーすべてと相手の場のフォロワーすべてに4ダメージ。
ファンファーレ相手のリーダーすべてと相手の場のフォロワーすべてに10ダメージ。",,,,久方綜司,
3587,BP10-T01,终战兵器,ターミナルウェポン,Sword,FollowerToken,機械・兵士,-,BP10,2,6,6,"【守护】
《入场曲》选择敌方场上的1张卡片。将其破坏。
《谢幕曲》给予敌方的全体主战者各4点伤害。","【守護】
ファンファーレ相手の場のカード1枚を選ぶ。それを破壊する。
ラストワード相手のリーダーすべてに4ダメージ。",,,,,
3588,BP10-T02,羁绊之霸龙,絆の覇竜,Dragon,FollowerToken,竜族,-,BP10,5,6,6,"【守护】
只要自己的场上有『羁绊龙剑士·艾拉』存在，使这张卡不会受到能力伤害。","【守護】
自分の場に『絆の竜剣士・アイラ』がいる限り、これは能力ダメージを受けない。",BP10-056,,,タツヤキ,
3589,BP10-T03,妖精,フェアリー,Forest,FollowerToken,妖精,-,BP10,1,1,1,,,,,,カイエダヒロシ,
3590,BP10-T04,骑士,ナイト,Sword,FollowerToken,兵士,-,BP10,1,1,1,,,,,,hikaru,
3591,BP10-T05,铁甲骑士,スティールナイト,Sword,FollowerToken,兵士,-,BP10,2,2,2,,,,,,,
3592,BP10-T06,战盾卫士,シールドガーディアン,Sword,FollowerToken,兵士,-,BP10,1,1,1,【守护】,【守護】,,,,LQH,
3593,BP10-T07,大地之魔片,大地の魔片,Rune,AmuletToken,土の印,-,BP10,1,-1,-1,【蓄积】,【スタック】,,,,永守浩太,
